instant,dteday,season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month,year
264,2011-01-12,Springer,0,Wednesday,1,1,0.18,0.1818,0.55,0.2239,0,39,39,January,2011
265,2011-01-12,Springer,0,Wednesday,1,1,0.2,0.1818,0.51,0.3881,3,32,35,January,2011
266,2011-01-12,Springer,0,Wednesday,1,1,0.2,0.1515,0.47,0.5821,3,52,55,January,2011
267,2011-01-12,Springer,0,Wednesday,1,1,0.22,0.197,0.44,0.3582,0,49,49,January,2011
268,2011-01-12,Springer,0,Wednesday,1,1,0.2,0.1818,0.47,0.3284,0,44,44,January,2011
269,2011-01-12,Springer,0,Wednesday,1,1,0.2,0.1667,0.47,0.4179,1,48,49,January,2011
270,2011-01-12,Springer,0,Wednesday,1,1,0.22,0.197,0.44,0.3284,5,63,68,January,2011
271,2011-01-12,Springer,0,Wednesday,1,1,0.2,0.1818,0.47,0.3582,0,139,139,January,2011
272,2011-01-12,Springer,0,Wednesday,1,1,0.2,0.1515,0.47,0.5224,2,135,137,January,2011
273,2011-01-12,Springer,0,Wednesday,1,1,0.18,0.1515,0.47,0.4179,1,82,83,January,2011
274,2011-01-12,Springer,0,Wednesday,1,1,0.16,0.1364,0.5,0.3284,2,54,56,January,2011
275,2011-01-12,Springer,0,Wednesday,1,1,0.16,0.1364,0.55,0.3284,0,57,57,January,2011
276,2011-01-12,Springer,0,Wednesday,1,1,0.16,0.1212,0.55,0.4478,1,32,33,January,2011
277,2011-01-12,Springer,0,Wednesday,1,1,0.14,0.1061,0.59,0.4179,1,19,20,January,2011
278,2011-01-13,Springer,0,Thursday,1,1,0.14,0.1212,0.59,0.2836,1,6,7,January,2011
279,2011-01-13,Springer,0,Thursday,1,1,0.14,0.1212,0.5,0.2836,0,2,2,January,2011
280,2011-01-13,Springer,0,Thursday,1,1,0.14,0.1212,0.5,0.3582,0,2,2,January,2011
281,2011-01-13,Springer,0,Thursday,1,1,0.14,0.1212,0.5,0.3284,0,3,3,January,2011
282,2011-01-13,Springer,0,Thursday,1,1,0.14,0.1212,0.5,0.2537,0,4,4,January,2011
283,2011-01-13,Springer,0,Thursday,1,1,0.14,0.1212,0.5,0.2985,0,3,3,January,2011
284,2011-01-13,Springer,0,Thursday,1,1,0.12,0.1515,0.54,0.1343,0,28,28,January,2011
285,2011-01-13,Springer,0,Thursday,1,1,0.12,0.1515,0.54,0.1343,0,72,72,January,2011
286,2011-01-13,Springer,0,Thursday,1,1,0.14,0.1364,0.5,0.194,5,197,202,January,2011
287,2011-01-13,Springer,0,Thursday,1,1,0.14,0.1212,0.5,0.3284,2,137,139,January,2011
288,2011-01-13,Springer,0,Thursday,1,2,0.16,0.1364,0.5,0.3582,2,36,38,January,2011
289,2011-01-13,Springer,0,Thursday,1,2,0.2,0.1667,0.44,0.4478,4,33,37,January,2011
290,2011-01-13,Springer,0,Thursday,1,1,0.2,0.1667,0.44,0.4179,3,49,52,January,2011
291,2011-01-13,Springer,0,Thursday,1,1,0.22,0.197,0.41,0.4478,2,81,83,January,2011
292,2011-01-13,Springer,0,Thursday,1,1,0.22,0.197,0.41,0.3881,3,39,42,January,2011
293,2011-01-13,Springer,0,Thursday,1,1,0.24,0.2121,0.38,0.2985,5,55,60,January,2011
294,2011-01-13,Springer,0,Thursday,1,1,0.24,0.2121,0.38,0.3582,2,76,78,January,2011
295,2011-01-13,Springer,0,Thursday,1,1,0.2,0.1818,0.4,0.2836,4,158,162,January,2011
296,2011-01-13,Springer,0,Thursday,1,1,0.2,0.1818,0.4,0.3284,3,141,144,January,2011
297,2011-01-13,Springer,0,Thursday,1,1,0.16,0.1515,0.47,0.2537,1,98,99,January,2011
298,2011-01-13,Springer,0,Thursday,1,1,0.16,0.1515,0.47,0.2239,0,64,64,January,2011
299,2011-01-13,Springer,0,Thursday,1,1,0.14,0.1212,0.46,0.2985,0,40,40,January,2011
300,2011-01-13,Springer,0,Thursday,1,1,0.14,0.1212,0.46,0.3284,0,30,30,January,2011
301,2011-01-13,Springer,0,Thursday,1,1,0.12,0.1364,0.5,0.194,1,14,15,January,2011
302,2011-01-14,Springer,0,Friday,1,1,0.12,0.1364,0.5,0.194,0,14,14,January,2011
303,2011-01-14,Springer,0,Friday,1,1,0.1,0.1212,0.54,0.1642,0,5,5,January,2011
304,2011-01-14,Springer,0,Friday,1,1,0.1,0.1212,0.54,0.1343,0,1,1,January,2011
305,2011-01-14,Springer,0,Friday,1,1,0.1,0.1364,0.54,0.1045,0,1,1,January,2011
306,2011-01-14,Springer,0,Friday,1,1,0.1,0.1364,0.54,0.0896,0,8,8,January,2011
307,2011-01-14,Springer,0,Friday,1,1,0.1,0.1818,0.54,0.0,0,17,17,January,2011
308,2011-01-14,Springer,0,Friday,1,1,0.1,0.1212,0.74,0.1642,0,70,70,January,2011
309,2011-01-14,Springer,0,Friday,1,1,0.12,0.1667,0.68,0.0,2,156,158,January,2011
310,2011-01-14,Springer,0,Friday,1,1,0.14,0.1515,0.69,0.1343,0,117,117,January,2011
311,2011-01-14,Springer,0,Friday,1,1,0.18,0.1818,0.55,0.194,4,40,44,January,2011
312,2011-01-14,Springer,0,Friday,1,1,0.18,0.1667,0.51,0.2836,6,47,53,January,2011
313,2011-01-14,Springer,0,Friday,1,1,0.2,0.197,0.44,0.2537,2,59,61,January,2011
314,2011-01-14,Springer,0,Friday,1,1,0.22,0.197,0.37,0.3881,4,73,77,January,2011
315,2011-01-14,Springer,0,Friday,1,1,0.22,0.2121,0.41,0.2836,5,59,64,January,2011
316,2011-01-14,Springer,0,Friday,1,1,0.24,0.2424,0.38,0.1642,9,59,68,January,2011
317,2011-01-14,Springer,0,Friday,1,1,0.22,0.2424,0.41,0.1045,3,87,90,January,2011
318,2011-01-14,Springer,0,Friday,1,1,0.22,0.2273,0.41,0.1642,4,155,159,January,2011
319,2011-01-14,Springer,0,Friday,1,1,0.2,0.2576,0.47,0.0,5,134,139,January,2011
320,2011-01-14,Springer,0,Friday,1,1,0.16,0.197,0.59,0.0896,3,89,92,January,2011
321,2011-01-14,Springer,0,Friday,1,1,0.18,0.2424,0.59,0.0,0,68,68,January,2011
322,2011-01-14,Springer,0,Friday,1,1,0.16,0.2273,0.69,0.0,4,48,52,January,2011
323,2011-01-14,Springer,0,Friday,1,2,0.16,0.2273,0.69,0.0,2,34,36,January,2011
324,2011-01-14,Springer,0,Friday,1,2,0.18,0.2424,0.55,0.0,1,26,27,January,2011
325,2011-01-15,Springer,0,Saturday,0,1,0.18,0.2424,0.55,0.0,3,25,28,January,2011
326,2011-01-15,Springer,0,Saturday,0,2,0.16,0.197,0.59,0.0896,2,18,20,January,2011
327,2011-01-15,Springer,0,Saturday,0,2,0.16,0.197,0.59,0.0896,0,12,12,January,2011
328,2011-01-15,Springer,0,Saturday,0,2,0.16,0.2273,0.59,0.0,1,7,8,January,2011
329,2011-01-15,Springer,0,Saturday,0,2,0.16,0.2273,0.59,0.0,0,5,5,January,2011
330,2011-01-15,Springer,0,Saturday,0,1,0.16,0.2273,0.59,0.0,0,1,1,January,2011
331,2011-01-15,Springer,0,Saturday,0,1,0.14,0.1667,0.63,0.1045,1,2,3,January,2011
332,2011-01-15,Springer,0,Saturday,0,1,0.14,0.2121,0.63,0.0,1,9,10,January,2011
333,2011-01-15,Springer,0,Saturday,0,1,0.14,0.1515,0.63,0.1343,1,22,23,January,2011
334,2011-01-15,Springer,0,Saturday,0,1,0.16,0.1818,0.64,0.1343,2,31,33,January,2011
335,2011-01-15,Springer,0,Saturday,0,1,0.18,0.197,0.59,0.1642,2,57,59,January,2011
336,2011-01-15,Springer,0,Saturday,0,1,0.2,0.197,0.55,0.2239,18,54,72,January,2011
337,2011-01-15,Springer,0,Saturday,0,1,0.24,0.2273,0.48,0.2239,15,74,89,January,2011
338,2011-01-15,Springer,0,Saturday,0,1,0.28,0.2576,0.38,0.2985,21,80,101,January,2011
339,2011-01-15,Springer,0,Saturday,0,1,0.3,0.2879,0.39,0.2836,26,92,118,January,2011
340,2011-01-15,Springer,0,Saturday,0,2,0.32,0.3182,0.36,0.194,21,108,129,January,2011
341,2011-01-15,Springer,0,Saturday,0,2,0.34,0.3333,0.34,0.194,33,95,128,January,2011
342,2011-01-15,Springer,0,Saturday,0,2,0.32,0.303,0.36,0.2836,29,54,83,January,2011
343,2011-01-15,Springer,0,Saturday,0,2,0.3,0.2879,0.45,0.2537,15,69,84,January,2011
344,2011-01-15,Springer,0,Saturday,0,2,0.32,0.303,0.39,0.2537,14,60,74,January,2011
345,2011-01-15,Springer,0,Saturday,0,2,0.32,0.303,0.39,0.2537,6,35,41,January,2011
346,2011-01-15,Springer,0,Saturday,0,2,0.32,0.303,0.39,0.2239,6,51,57,January,2011
347,2011-01-15,Springer,0,Saturday,0,2,0.3,0.3182,0.42,0.1045,0,26,26,January,2011
348,2011-01-15,Springer,0,Saturday,0,1,0.3,0.2879,0.45,0.2836,5,39,44,January,2011
349,2011-01-16,Springer,0,Sunday,0,1,0.26,0.303,0.56,0.0,6,33,39,January,2011
350,2011-01-16,Springer,0,Sunday,0,1,0.26,0.2727,0.56,0.1343,4,19,23,January,2011
351,2011-01-16,Springer,0,Sunday,0,1,0.26,0.2879,0.56,0.0896,3,13,16,January,2011
352,2011-01-16,Springer,0,Sunday,0,1,0.22,0.2727,0.69,0.0,9,6,15,January,2011
353,2011-01-16,Springer,0,Sunday,0,1,0.26,0.2576,0.56,0.1642,0,1,1,January,2011
354,2011-01-16,Springer,0,Sunday,0,2,0.26,0.2576,0.56,0.1642,1,1,2,January,2011
355,2011-01-16,Springer,0,Sunday,0,2,0.26,0.2576,0.56,0.1642,0,1,1,January,2011
356,2011-01-16,Springer,0,Sunday,0,2,0.24,0.2121,0.56,0.2985,0,3,3,January,2011
357,2011-01-16,Springer,0,Sunday,0,1,0.22,0.2121,0.55,0.2836,0,18,18,January,2011
358,2011-01-16,Springer,0,Sunday,0,1,0.22,0.2121,0.51,0.2537,3,29,32,January,2011
359,2011-01-16,Springer,0,Sunday,0,1,0.22,0.2121,0.51,0.2836,8,71,79,January,2011
360,2011-01-16,Springer,0,Sunday,0,1,0.24,0.2273,0.44,0.2537,23,70,93,January,2011
361,2011-01-16,Springer,0,Sunday,0,1,0.24,0.2121,0.41,0.2836,29,75,104,January,2011
362,2011-01-16,Springer,0,Sunday,0,1,0.26,0.2273,0.35,0.2985,23,95,118,January,2011
363,2011-01-16,Springer,0,Sunday,0,1,0.28,0.2727,0.36,0.2537,22,69,91,January,2011
364,2011-01-16,Springer,0,Sunday,0,1,0.26,0.2424,0.38,0.2537,35,78,113,January,2011
365,2011-01-16,Springer,0,Sunday,0,1,0.24,0.2273,0.38,0.2239,22,77,99,January,2011
366,2011-01-16,Springer,0,Sunday,0,1,0.22,0.2121,0.37,0.2537,23,82,105,January,2011
367,2011-01-16,Springer,0,Sunday,0,1,0.2,0.2121,0.4,0.1642,11,56,67,January,2011
368,2011-01-16,Springer,0,Sunday,0,1,0.18,0.197,0.47,0.1343,14,47,61,January,2011
369,2011-01-16,Springer,0,Sunday,0,1,0.18,0.197,0.47,0.1642,7,50,57,January,2011
370,2011-01-16,Springer,0,Sunday,0,1,0.18,0.197,0.51,0.1642,6,22,28,January,2011
371,2011-01-16,Springer,0,Sunday,0,2,0.2,0.2121,0.49,0.1343,2,19,21,January,2011
372,2011-01-16,Springer,0,Sunday,0,2,0.2,0.2273,0.4,0.1045,0,18,18,January,2011
373,2011-01-17,Springer,1,Monday,0,2,0.2,0.197,0.47,0.2239,1,16,17,January,2011
374,2011-01-17,Springer,1,Monday,0,2,0.2,0.197,0.44,0.194,1,15,16,January,2011
375,2011-01-17,Springer,1,Monday,0,2,0.18,0.1667,0.43,0.2537,0,8,8,January,2011
376,2011-01-17,Springer,1,Monday,0,2,0.18,0.1818,0.43,0.194,0,2,2,January,2011
377,2011-01-17,Springer,1,Monday,0,2,0.18,0.197,0.43,0.1343,1,2,3,January,2011
378,2011-01-17,Springer,1,Monday,0,2,0.18,0.197,0.43,0.1642,0,1,1,January,2011
379,2011-01-17,Springer,1,Monday,0,2,0.18,0.1818,0.43,0.194,0,5,5,January,2011
380,2011-01-17,Springer,1,Monday,0,2,0.16,0.1818,0.5,0.1343,4,9,13,January,2011
381,2011-01-17,Springer,1,Monday,0,2,0.16,0.1515,0.47,0.2239,3,30,33,January,2011
382,2011-01-17,Springer,1,Monday,0,2,0.16,0.1515,0.47,0.2239,8,39,47,January,2011
383,2011-01-17,Springer,1,Monday,0,2,0.16,0.1515,0.5,0.2537,7,50,57,January,2011
384,2011-01-17,Springer,1,Monday,0,2,0.16,0.1515,0.55,0.194,9,55,64,January,2011
385,2011-01-17,Springer,1,Monday,0,2,0.18,0.197,0.47,0.1343,10,70,80,January,2011
386,2011-01-17,Springer,1,Monday,0,2,0.18,0.197,0.47,0.1343,13,80,93,January,2011
387,2011-01-17,Springer,1,Monday,0,2,0.18,0.2121,0.43,0.1045,12,74,86,January,2011
388,2011-01-17,Springer,1,Monday,0,2,0.2,0.2121,0.47,0.1642,21,72,93,January,2011
389,2011-01-17,Springer,1,Monday,0,2,0.2,0.2121,0.47,0.1642,6,76,82,January,2011
390,2011-01-17,Springer,1,Monday,0,1,0.2,0.197,0.51,0.194,4,67,71,January,2011
391,2011-01-17,Springer,1,Monday,0,2,0.18,0.1667,0.55,0.2537,7,85,92,January,2011
392,2011-01-17,Springer,1,Monday,0,3,0.18,0.1818,0.59,0.194,2,58,60,January,2011
393,2011-01-17,Springer,1,Monday,0,3,0.16,0.1515,0.8,0.194,4,29,33,January,2011
394,2011-01-17,Springer,1,Monday,0,3,0.16,0.1515,0.8,0.194,3,24,27,January,2011
395,2011-01-17,Springer,1,Monday,0,3,0.14,0.1212,0.93,0.2537,0,13,13,January,2011
396,2011-01-17,Springer,1,Monday,0,3,0.16,0.1364,0.86,0.2836,1,3,4,January,2011
397,2011-01-18,Springer,0,Tuesday,1,2,0.2,0.1818,0.86,0.3284,0,3,3,January,2011
398,2011-01-18,Springer,0,Tuesday,1,2,0.2,0.197,0.86,0.2239,0,22,22,January,2011
399,2011-01-18,Springer,0,Tuesday,1,2,0.22,0.2273,0.8,0.1642,2,26,28,January,2011
400,2011-01-18,Springer,0,Tuesday,1,2,0.22,0.2273,0.87,0.1642,3,32,35,January,2011
401,2011-01-18,Springer,0,Tuesday,1,2,0.22,0.2273,0.87,0.194,0,61,61,January,2011
402,2011-01-18,Springer,0,Tuesday,1,2,0.22,0.2273,0.82,0.194,1,124,125,January,2011
403,2011-01-18,Springer,0,Tuesday,1,2,0.22,0.2273,0.8,0.1642,1,132,133,January,2011
404,2011-01-18,Springer,0,Tuesday,1,2,0.22,0.2273,0.8,0.1343,1,98,99,January,2011
405,2011-01-18,Springer,0,Tuesday,1,2,0.22,0.2727,0.87,0.0,0,83,83,January,2011
406,2011-01-18,Springer,0,Tuesday,1,2,0.22,0.2424,0.93,0.1045,0,41,41,January,2011
407,2011-01-18,Springer,0,Tuesday,1,2,0.22,0.2576,0.93,0.0896,0,33,33,January,2011
408,2011-01-18,Springer,0,Tuesday,1,2,0.22,0.2727,0.93,0.0,1,19,20,January,2011
409,2011-01-19,Springer,0,Wednesday,1,2,0.22,0.2727,0.93,0.0,0,3,3,January,2011
410,2011-01-19,Springer,0,Wednesday,1,3,0.22,0.2273,0.93,0.1343,1,6,7,January,2011
411,2011-01-19,Springer,0,Wednesday,1,3,0.22,0.2273,0.93,0.1343,0,3,3,January,2011
412,2011-01-19,Springer,0,Wednesday,1,3,0.22,0.2273,0.93,0.1343,1,1,2,January,2011
413,2011-01-19,Springer,0,Wednesday,1,2,0.22,0.2576,0.93,0.0896,0,7,7,January,2011
414,2011-01-19,Springer,0,Wednesday,1,2,0.22,0.2576,0.93,0.0896,0,32,32,January,2011
415,2011-01-19,Springer,0,Wednesday,1,2,0.24,0.2576,0.92,0.1045,1,89,90,January,2011
416,2011-01-19,Springer,0,Wednesday,1,2,0.24,0.2576,0.93,0.1045,1,196,197,January,2011
417,2011-01-19,Springer,0,Wednesday,1,2,0.24,0.2576,0.93,0.1045,2,107,109,January,2011
418,2011-01-19,Springer,0,Wednesday,1,2,0.26,0.2727,0.93,0.1343,1,46,47,January,2011
419,2011-01-19,Springer,0,Wednesday,1,2,0.28,0.303,0.87,0.0896,5,47,52,January,2011
420,2011-01-19,Springer,0,Wednesday,1,2,0.3,0.3182,0.81,0.0896,5,65,70,January,2011
421,2011-01-19,Springer,0,Wednesday,1,1,0.4,0.4091,0.62,0.2836,11,67,78,January,2011
422,2011-01-19,Springer,0,Wednesday,1,1,0.4,0.4091,0.58,0.2537,7,68,75,January,2011
423,2011-01-19,Springer,0,Wednesday,1,1,0.4,0.4091,0.54,0.2836,4,78,82,January,2011
424,2011-01-19,Springer,0,Wednesday,1,1,0.38,0.3939,0.58,0.3881,10,94,104,January,2011
425,2011-01-19,Springer,0,Wednesday,1,1,0.36,0.3333,0.57,0.3284,7,190,197,January,2011
426,2011-01-19,Springer,0,Wednesday,1,1,0.34,0.3182,0.61,0.2836,5,156,161,January,2011
427,2011-01-19,Springer,0,Wednesday,1,1,0.32,0.2879,0.57,0.4179,4,108,112,January,2011
428,2011-01-19,Springer,0,Wednesday,1,1,0.32,0.303,0.49,0.2985,2,74,76,January,2011
429,2011-01-19,Springer,0,Wednesday,1,1,0.32,0.2879,0.49,0.4179,4,55,59,January,2011
430,2011-01-19,Springer,0,Wednesday,1,1,0.3,0.303,0.52,0.1642,6,53,59,January,2011
431,2011-01-19,Springer,0,Wednesday,1,1,0.3,0.2727,0.52,0.4627,1,27,28,January,2011
432,2011-01-20,Springer,0,Thursday,1,1,0.26,0.2273,0.56,0.3881,5,8,13,January,2011
433,2011-01-20,Springer,0,Thursday,1,1,0.26,0.2727,0.56,0.0,2,3,5,January,2011
434,2011-01-20,Springer,0,Thursday,1,1,0.26,0.2727,0.56,0.0,0,2,2,January,2011
435,2011-01-20,Springer,0,Thursday,1,1,0.26,0.2576,0.56,0.1642,0,1,1,January,2011
436,2011-01-20,Springer,0,Thursday,1,1,0.26,0.2576,0.56,0.1642,0,1,1,January,2011
437,2011-01-20,Springer,0,Thursday,1,1,0.24,0.2273,0.6,0.2239,0,6,6,January,2011
438,2011-01-20,Springer,0,Thursday,1,1,0.22,0.2121,0.6,0.2239,0,35,35,January,2011
439,2011-01-20,Springer,0,Thursday,1,1,0.22,0.2121,0.55,0.2239,1,100,101,January,2011
440,2011-01-20,Springer,0,Thursday,1,1,0.22,0.2121,0.55,0.2836,2,247,249,January,2011
441,2011-01-20,Springer,0,Thursday,1,2,0.24,0.2273,0.52,0.2239,3,140,143,January,2011
442,2011-01-20,Springer,0,Thursday,1,1,0.26,0.2273,0.48,0.2985,1,56,57,January,2011
443,2011-01-20,Springer,0,Thursday,1,2,0.28,0.2727,0.45,0.1642,5,63,68,January,2011
444,2011-01-20,Springer,0,Thursday,1,2,0.3,0.3333,0.42,0.0,7,77,84,January,2011
445,2011-01-20,Springer,0,Thursday,1,2,0.28,0.2879,0.45,0.1045,12,86,98,January,2011
446,2011-01-20,Springer,0,Thursday,1,2,0.3,0.303,0.45,0.1343,6,75,81,January,2011
447,2011-01-20,Springer,0,Thursday,1,2,0.32,0.3182,0.45,0.194,8,62,70,January,2011
448,2011-01-20,Springer,0,Thursday,1,2,0.3,0.303,0.49,0.1343,8,83,91,January,2011
449,2011-01-20,Springer,0,Thursday,1,2,0.3,0.3182,0.49,0.1045,8,207,215,January,2011
450,2011-01-20,Springer,0,Thursday,1,2,0.26,0.2576,0.56,0.194,1,184,185,January,2011
451,2011-01-20,Springer,0,Thursday,1,1,0.26,0.2273,0.56,0.3284,6,146,152,January,2011
452,2011-01-20,Springer,0,Thursday,1,2,0.26,0.2424,0.6,0.2836,2,124,126,January,2011
453,2011-01-20,Springer,0,Thursday,1,2,0.24,0.2273,0.6,0.2537,3,54,57,January,2011
454,2011-01-20,Springer,0,Thursday,1,2,0.24,0.2121,0.65,0.2836,0,56,56,January,2011
455,2011-01-20,Springer,0,Thursday,1,2,0.24,0.2121,0.65,0.3284,3,28,31,January,2011
456,2011-01-21,Springer,0,Friday,1,2,0.24,0.2273,0.7,0.2537,1,20,21,January,2011
457,2011-01-21,Springer,0,Friday,1,2,0.24,0.2273,0.7,0.2537,0,6,6,January,2011
458,2011-01-21,Springer,0,Friday,1,3,0.24,0.2424,0.75,0.1642,0,2,2,January,2011
459,2011-01-21,Springer,0,Friday,1,3,0.22,0.2121,0.8,0.2985,0,1,1,January,2011
460,2011-01-21,Springer,0,Friday,1,2,0.22,0.2576,0.87,0.0896,0,1,1,January,2011
461,2011-01-21,Springer,0,Friday,1,1,0.24,0.197,0.6,0.4179,1,4,5,January,2011
462,2011-01-21,Springer,0,Friday,1,1,0.22,0.2121,0.55,0.2537,0,27,27,January,2011
463,2011-01-21,Springer,0,Friday,1,1,0.2,0.1818,0.51,0.2836,2,66,68,January,2011
464,2011-01-21,Springer,0,Friday,1,1,0.2,0.1818,0.47,0.3284,7,210,217,January,2011
465,2011-01-21,Springer,0,Friday,1,1,0.2,0.1818,0.51,0.3582,7,159,166,January,2011
466,2011-01-21,Springer,0,Friday,1,1,0.2,0.1667,0.47,0.4627,6,57,63,January,2011
467,2011-01-21,Springer,0,Friday,1,1,0.22,0.1818,0.41,0.4627,6,53,59,January,2011
468,2011-01-21,Springer,0,Friday,1,1,0.22,0.1818,0.27,0.5821,11,67,78,January,2011
469,2011-01-21,Springer,0,Friday,1,1,0.2,0.1515,0.21,0.5821,8,65,73,January,2011
470,2011-01-21,Springer,0,Friday,1,1,0.2,0.1515,0.25,0.5224,6,56,62,January,2011
471,2011-01-21,Springer,0,Friday,1,1,0.16,0.1212,0.26,0.4478,4,61,65,January,2011
472,2011-01-21,Springer,0,Friday,1,1,0.16,0.1364,0.26,0.3582,0,97,97,January,2011
473,2011-01-21,Springer,0,Friday,1,1,0.14,0.1212,0.28,0.3582,10,151,161,January,2011
474,2011-01-21,Springer,0,Friday,1,1,0.12,0.1212,0.3,0.2537,1,119,120,January,2011
475,2011-01-21,Springer,0,Friday,1,1,0.12,0.1061,0.3,0.3284,3,93,96,January,2011
476,2011-01-21,Springer,0,Friday,1,1,0.1,0.0758,0.33,0.4179,1,52,53,January,2011
477,2011-01-21,Springer,0,Friday,1,1,0.08,0.0758,0.38,0.2836,0,41,41,January,2011
478,2011-01-21,Springer,0,Friday,1,1,0.06,0.0303,0.41,0.3881,1,33,34,January,2011
479,2011-01-21,Springer,0,Friday,1,1,0.06,0.0455,0.38,0.3284,0,27,27,January,2011
480,2011-01-22,Springer,0,Saturday,0,1,0.04,0.0303,0.45,0.2537,0,13,13,January,2011
481,2011-01-22,Springer,0,Saturday,0,2,0.04,0.0,0.41,0.3881,3,9,12,January,2011
482,2011-01-22,Springer,0,Saturday,0,2,0.04,0.0303,0.41,0.2537,0,11,11,January,2011
483,2011-01-22,Springer,0,Saturday,0,2,0.04,0.0303,0.41,0.2836,1,6,7,January,2011
484,2011-01-22,Springer,0,Saturday,0,2,0.02,0.0152,0.48,0.2985,0,3,3,January,2011
485,2011-01-22,Springer,0,Saturday,0,2,0.02,0.0303,0.44,0.2239,0,2,2,January,2011
486,2011-01-22,Springer,0,Saturday,0,1,0.02,0.0152,0.44,0.2836,0,8,8,January,2011
487,2011-01-22,Springer,0,Saturday,0,1,0.02,0.0,0.44,0.3284,1,26,27,January,2011
488,2011-01-22,Springer,0,Saturday,0,1,0.04,0.0303,0.41,0.2537,3,37,40,January,2011
489,2011-01-22,Springer,0,Saturday,0,2,0.04,0.0606,0.41,0.1642,3,50,53,January,2011
490,2011-01-22,Springer,0,Saturday,0,2,0.06,0.0758,0.38,0.1343,4,59,63,January,2011
491,2011-01-22,Springer,0,Saturday,0,2,0.06,0.1061,0.38,0.1045,10,60,70,January,2011
492,2011-01-22,Springer,0,Saturday,0,1,0.08,0.1667,0.35,0.0,12,72,84,January,2011
493,2011-01-22,Springer,0,Saturday,0,1,0.1,0.1364,0.33,0.1045,11,64,75,January,2011
494,2011-01-22,Springer,0,Saturday,0,1,0.12,0.1515,0.28,0.0,10,93,103,January,2011
495,2011-01-22,Springer,0,Saturday,0,1,0.12,0.1364,0.28,0.194,11,72,83,January,2011
496,2011-01-22,Springer,0,Saturday,0,1,0.12,0.197,0.28,0.0,8,59,67,January,2011
497,2011-01-22,Springer,0,Saturday,0,1,0.08,0.0909,0.35,0.194,0,54,54,January,2011
498,2011-01-22,Springer,0,Saturday,0,1,0.08,0.1061,0.35,0.1343,6,53,59,January,2011
499,2011-01-22,Springer,0,Saturday,0,1,0.06,0.0758,0.45,0.1642,1,44,45,January,2011
500,2011-01-22,Springer,0,Saturday,0,1,0.06,0.1061,0.41,0.0896,0,39,39,January,2011
501,2011-01-22,Springer,0,Saturday,0,1,0.06,0.1515,0.49,0.0,7,23,30,January,2011
502,2011-01-22,Springer,0,Saturday,0,1,0.04,0.0758,0.57,0.1045,2,31,33,January,2011
503,2011-01-23,Springer,0,Sunday,0,1,0.04,0.0758,0.57,0.1045,2,20,22,January,2011
504,2011-01-23,Springer,0,Sunday,0,1,0.04,0.0758,0.57,0.1045,1,12,13,January,2011
505,2011-01-23,Springer,0,Sunday,0,1,0.02,0.0606,0.62,0.1343,3,15,18,January,2011
506,2011-01-23,Springer,0,Sunday,0,1,0.02,0.0606,0.62,0.1343,1,4,5,January,2011
507,2011-01-23,Springer,0,Sunday,0,2,0.04,0.0758,0.57,0.1045,0,3,3,January,2011
508,2011-01-23,Springer,0,Sunday,0,2,0.04,0.0758,0.57,0.1045,0,1,1,January,2011
509,2011-01-23,Springer,0,Sunday,0,1,0.08,0.1061,0.58,0.1642,1,1,2,January,2011
510,2011-01-23,Springer,0,Sunday,0,1,0.06,0.0758,0.62,0.1642,2,17,19,January,2011
511,2011-01-23,Springer,0,Sunday,0,1,0.1,0.0758,0.54,0.3582,3,25,28,January,2011
512,2011-01-23,Springer,0,Sunday,0,1,0.14,0.1061,0.46,0.3881,7,51,58,January,2011
513,2011-01-23,Springer,0,Sunday,0,1,0.14,0.1364,0.43,0.2239,22,77,99,January,2011
514,2011-01-23,Springer,0,Sunday,0,1,0.16,0.1212,0.37,0.4627,24,92,116,January,2011
515,2011-01-23,Springer,0,Sunday,0,1,0.14,0.1061,0.33,0.3881,12,75,87,January,2011
516,2011-01-23,Springer,0,Sunday,0,1,0.16,0.1364,0.28,0.3582,17,93,110,January,2011
517,2011-01-23,Springer,0,Sunday,0,1,0.16,0.1364,0.28,0.3582,13,64,77,January,2011
518,2011-01-23,Springer,0,Sunday,0,1,0.16,0.1364,0.26,0.3284,9,56,65,January,2011
519,2011-01-23,Springer,0,Sunday,0,1,0.14,0.1061,0.26,0.3881,5,50,55,January,2011
520,2011-01-23,Springer,0,Sunday,0,1,0.12,0.1212,0.3,0.2537,5,44,49,January,2011
521,2011-01-23,Springer,0,Sunday,0,1,0.12,0.1212,0.3,0.2836,5,45,50,January,2011
522,2011-01-23,Springer,0,Sunday,0,1,0.1,0.1061,0.36,0.2537,4,31,35,January,2011
523,2011-01-23,Springer,0,Sunday,0,1,0.1,0.1061,0.36,0.194,5,20,25,January,2011
524,2011-01-23,Springer,0,Sunday,0,1,0.08,0.0909,0.38,0.194,5,23,28,January,2011
525,2011-01-23,Springer,0,Sunday,0,1,0.06,0.0606,0.41,0.2239,4,17,21,January,2011
526,2011-01-24,Springer,0,Monday,1,1,0.06,0.0606,0.41,0.194,0,7,7,January,2011
527,2011-01-24,Springer,0,Monday,1,1,0.04,0.0455,0.45,0.194,0,1,1,January,2011
528,2011-01-24,Springer,0,Monday,1,1,0.04,0.0303,0.45,0.2537,0,1,1,January,2011
